id,name,symbol,slug,isActive,isFiat,circulatingSupply,maxSupply,dateAdded,numMarketPairs,rank,lastUpdated,tags,price,volume24,volumeChange24,percentChangeHr,percentChange24,percentChangeWk,percentChange30Day,marketCap,marketCapDominance,fullyDilutedMarketCap,lastUpdated
6138,DIA,DIA,dia,FALSE,FALSE,90613091,2.00E+08,2020-08-04T00:00,71,477,2022-12-22T20:46,"[[""platform""::""defi""::""oracles""::""smart-contracts""::""ethereum-ecosystem""::""substrate""::""polkadot-ecosystem""::""avalanche-ecosystem""::""solana-ecosystem""::""exnetwork-capital-portfolio""::""polygon-ecosystem""::""fantom-ecosystem""::""web3""::""near-protocol-ecosystem""::""injective-ecosystem""::""bnb-chain""]]",0.278070444,1569343.43,11.3783,1.206043,-0.1554167,-8.898621,0,2.52E+07,0,5.56E+07,2022-12-22T20:46
213,MonaCoin,MONA,monacoin,FALSE,FALSE,65729674,1.05E+08,2014-03-20T00:00,22,478,2022-12-22T20:46,"[[""mineable""::""pow""::""lyra2rev2""::""medium-of-exchange""::""memes""::""payments""]]",0.382999261,229626.8184,-11.0567,0.5179509,-6.420625,3.4688008,0,2.52E+07,0,4.03E+07,2022-12-22T20:46
1521,Komodo,KMD,komodo,FALSE,FALSE,135256273,2.00E+08,2017-02-05T00:00,36,479,2022-12-22T20:46,"[[""mineable""::""hybrid-dpow-pow""::""equihash""::""platform""::""atomic-swaps""::""enterprise-solutions""]]",0.184906272,1397568.283,-72.2383,0.59577155,-5.526981,-9.451097,0,2.50E+07,0,3.70E+07,2022-12-22T20:46
5939,Wrapped NXM,WNXM,wrapped-nxm,FALSE,FALSE,2896294,1676964,2020-07-28T00:00,72,480,2022-12-22T20:46,"[[""insurance""::""wrapped-tokens""]]",8.6104737,8002964.486,-17.77,2.6399667,1.9813529,-16.817726,0,2.49E+07,0,1.44E+07,2022-12-22T20:46
19018,Choise.com,CHO,choise,FALSE,FALSE,27054855,1.00E+09,2022-03-24T03:42:42,9,481,2022-12-22T20:46,"[[""defi""::""dao""::""solana-ecosystem""]]",0.918601019,432861.0375,24.9412,0.03440711,2.7709725,-1.2155159,0,2.49E+07,0,9.19E+08,2022-12-22T20:46
5877,Rarible,RARI,rarible,FALSE,FALSE,14441024,0,2020-07-20T00:00,65,482,2022-12-22T20:46,"[[""collectibles-nfts""::""dao""::""coinbase-ventures-portfolio""::""governance""::""coinfund-portfolio""]]",1.709844636,635487.3224,107.6768,1.496675,-6.365276,-14.352566,0,2.47E+07,0,4.27E+07,2022-12-22T20:46
20622,Forta,FORT,forta,FALSE,FALSE,195479497,1.00E+09,2022-06-15T16:55:55,17,483,2022-12-22T20:46,"[[""ethereum-ecosystem""]]",0.126309011,257084.4264,-13.0519,0.01314769,-8.058889,-14.087296,0,2.47E+07,0,1.26E+08,2022-12-22T20:46
8526,Raydium,RAY,raydium,FALSE,FALSE,167831228,5.55E+08,2021-02-19T00:00,121,484,2022-12-22T20:46,"[[""decentralized-exchange-dex-token""::""defi""::""amm""::""dex""::""solana-ecosystem""::""petrock-capital-portfolio""]]",0.146788102,3409518.736,14.7865,0.39000586,2.505454,-19.36504,0,2.46E+07,0,8.15E+07,2022-12-22T20:46
8509,XMON,XMON,xmon,FALSE,FALSE,1494,10000,2021-02-18T00:00,21,485,2022-12-22T20:46,"[[""collectibles-nfts""]]",16393.52727,272646.3584,157.9469,-0.27237007,5.2190924,-2.026548,0,2.45E+07,0,1.64E+08,2022-12-22T20:46
8602,Bounce Governance Token,AUCTION,bounce-token,FALSE,FALSE,6100000,1.00E+07,2021-02-26T00:00,46,486,2022-12-22T20:46,"[[""defi""::""polkadot-ecosystem""::""bounce-launchpad""::""bnb-chain""]]",4.015947519,831799.7432,33.5568,0.6914899,-2.7986388,-15.102964,0,2.45E+07,0,4.02E+07,2022-12-22T20:46
18112,Alpine F1 Team Fan Token,ALPINE,alpine-f1-team-fan-token,FALSE,FALSE,11360000,4.00E+07,2022-02-21T12:02:04,36,487,2022-12-22T20:46,"[[""fan-token""::""bnb-chain""]]",2.152003483,1.25E+07,530.7696,0.4741474,3.172682,-12.708302,0,2.44E+07,0,8.61E+07,2022-12-22T20:46
3946,Carry,CRE,carry,FALSE,FALSE,200876134,0,2019-05-17T00:00,12,488,2022-12-22T20:46,"[[""retail""::""loyalty""]]",0.00273984,3298067.155,-37.5047,0.63348013,-2.1763327,-12.21858,0,2.41E+07,0,2.74E+07,2022-12-22T20:46
4950,LCX,LCX,lcx,FALSE,FALSE,771584751,0,2019-12-03T00:00,75,489,2022-12-22T20:46,[[]],0.031193512,118081.794,-50.5848,0.91979355,2.2196927,-7.652419,0,2.41E+07,0,2.96E+07,2022-12-22T20:46
8206,QuickSwap,QUICK,quickswap,FALSE,FALSE,513997,1000000,2021-01-07T00:00,269,490,2022-12-22T20:46,"[[""decentralized-exchange-dex-token""::""defi""::""yield-farming""::""amm""::""polygon-ecosystem""]]",46.79771152,1795433.981,-2.3957,1.4031006,-0.43689662,-7.9577346,0,2.41E+07,0,4.68E+07,2022-12-22T20:46
17742,Cult DAO,CULT,cult-dao,FALSE,FALSE,-2046368856,6.67E+12,2022-01-31T02:46:54,30,491,2022-12-22T20:46,[[]],5.55E-06,1249378.96,23.1334,2.305082,1.5210704,-4.883125,0,2.40E+07,0,3.70E+07,2022-12-22T20:46
2569,CoinPoker,CHP,coinpoker,FALSE,FALSE,274720611,0,2018-03-08T00:00,5,492,2022-12-22T20:46,"[[""gambling""]]",0.086854078,1662.574361,168.3245,-0.5827449,-6.490538,-6.9963527,0,2.39E+07,0,2.42E+07,2022-12-22T20:46
8384,CLV,CLV,clover,FALSE,FALSE,442756349,0,2021-02-03T00:00,62,493,2022-12-22T20:46,"[[""ethereum-ecosystem""::""substrate""::""polkadot-ecosystem""::""fantom-ecosystem""::""okex-blockdream-ventures-portfolio""::""bnb-chain""]]",0.05388935,2395328.542,-75.5551,0.7975799,0.30462208,-10.058205,0,2.39E+07,0,5.39E+07,2022-12-22T20:46
8613,Alchemix,ALCX,alchemix,FALSE,FALSE,1669312,0,2021-02-27T00:00,74,494,2022-12-22T20:46,"[[""defi""::""yield-farming""::""governance""::""lending-borowing""::""olympus-pro-ecosystem""::""defi-2""::""protocol-owned-liquidity""::""spartan-group""]]",14.16862272,906187.3346,46.2843,0.20395161,-2.650781,-13.804831,0,2.37E+07,0,2.67E+07,2022-12-22T20:46
7102,Linear Finance,LINA,linear,FALSE,FALSE,271347423,1.00E+10,2020-09-18T00:00,82,495,2022-12-22T20:46,"[[""decentralized-exchange-dex-token""::""defi""::""yield-farming""::""polkadot-ecosystem""::""cms-holdings-portfolio""::""kenetic-capital-portfolio""::""alameda-research-portfolio""::""bnb-chain""]]",0.005174907,2609944.87,-19.3299,0.8264393,-0.06066621,-15.34718,0,2.36E+07,0,5.17E+07,2022-12-22T20:46
16552,RAI Finance,SOFI,rai-finance-sofi,FALSE,FALSE,280792750,1.00E+09,2021-04-07T00:00,10,496,2022-12-22T20:46,[[]],0.083703046,322422.8425,52.7628,-0.11761205,-1.4462556,-10.447019,0,2.35E+07,0,8.37E+07,2022-12-22T20:46
7150,Flamingo,FLM,flamingo,FALSE,FALSE,312284062,0,2020-09-29T00:00,34,497,2022-12-22T20:46,"[[""defi""::""dao""::""yield-farming""::""binance-chain""::""binance-launchpool""]]",0.074844237,883546.8933,29.0053,1.6800721,-0.09220648,-16.506235,0,2.34E+07,0,2.34E+07,2022-12-22T20:46
1866,Bytom,BTM,bytom,FALSE,FALSE,1779798731,2.10E+09,2017-08-08T00:00,61,499,2022-12-22T20:46,"[[""mineable""::""platform""::""cosmos-ecosystem""::""payments""::""smart-contracts""::""polygon-ecosystem""::""injective-ecosystem""]]",0.012932294,497138.8667,4.0195,0.11027555,-0.6553734,-6.2643094,0,2.30E+07,0,2.72E+07,2022-12-22T20:46
7431,Akash Network,AKT,akash-network,FALSE,FALSE,113861304,3.89E+08,2020-10-16T00:00,29,500,2022-12-22T20:46,"[[""cosmos-ecosystem""::""storage""::""solana-ecosystem""::""web3""::""injective-ecosystem""]]",0.201788277,784335.5162,-4.4987,1.1296983,-0.31522375,-3.0291016,0,2.30E+07,0,7.84E+07,2022-12-22T20:46
2092,NULS,NULS,nuls,FALSE,FALSE,121211447,2.10E+08,2017-10-25T00:00,67,501,2022-12-22T20:46,"[[""mineable""::""platform""::""enterprise-solutions""]]",0.188197064,1061722.754,-53.7231,0.5562963,-0.95478815,-10.238354,0,2.28E+07,0,3.95E+07,2022-12-22T20:46
4036,Contentos,COS,contentos,FALSE,FALSE,-135844420,0,2019-06-20T00:00,31,552,2022-12-22T20:46,"[[""media""::""content-creation""::""video""]]",0.004413616,1649034.896,-53.0591,0.97570723,-1.2587078,-10.24955,0,1.84E+07,0,4.38E+07,2022-12-22T20:46
2937,VITE,VITE,vite,FALSE,FALSE,939638499,0,2018-07-17T00:00,51,553,2022-12-22T20:46,"[[""dag""::""multiple-algorithms""::""platform""::""enterprise-solutions""::""decentralized-exchange-dex-token""::""scaling""::""bnb-chain""]]",0.019515135,694645.2932,13.8474,0.52158195,0.53284675,-17.425497,0,1.83E+07,0,2.06E+07,2022-12-22T20:46
3874,IRISnet,IRIS,irisnet,FALSE,FALSE,1445156853,0,2019-04-18T00:00,34,554,2022-12-22T20:46,"[[""cosmos-ecosystem""::""injective-ecosystem""]]",0.012680698,596896.9052,16.8904,1.2413851,-0.87999064,-10.061111,0,1.83E+07,0,2.68E+07,2022-12-22T20:46
8292,Router Protocol,ROUTE,router-protocol,FALSE,FALSE,9688516,2.00E+07,2021-01-20T00:00,46,555,2022-12-22T20:46,"[[""interoperability""::""coinbase-ventures-portfolio""::""avalanche-ecosystem""::""alameda-research-portfolio""::""polygon-ecosystem""::""cross-chain""]]",1.890609645,972296.2668,2.7581,0.94055617,-1.5962466,-12.093623,0,1.83E+07,0,3.78E+07,2022-12-22T20:46
2492,Elastos,ELA,elastos,FALSE,FALSE,20346868,2.82E+07,2018-01-31T00:00,27,556,2022-12-22T20:46,"[[""mineable""::""platform""::""distributed-computing""::""filesharing""::""state-channel""::""web3""]]",0.897648299,95901.53173,-33.0428,5.94E-04,0.28478616,-9.894762,0,1.83E+07,0,2.53E+07,2022-12-22T20:46
16604,1eco,1ECO,1eco,FALSE,FALSE,26441001,5.00E+08,2021-12-29T09:41:11,2,557,2022-12-22T20:46,[[]],0.689042889,977.2414111,-10.3564,-0.35012004,-5.023816,-20.542677,0,1.82E+07,0,3.45E+08,2022-12-22T20:46
2530,Fusion,FSN,fusion,FALSE,FALSE,73448231,8.19E+07,2018-02-16T00:00,25,558,2022-12-22T20:46,"[[""platform""::""defi""::""payments""]]",0.245320229,534259.8264,-6.0251,1.612941,3.3392725,3.0129442,0,1.80E+07,0,2.01E+07,2022-12-22T20:46
8833,DeGate,DG,degate,FALSE,FALSE,186342038,1.00E+09,2021-03-16T00:00,7,559,2022-12-22T20:46,[[]],0.096626633,253748.0699,335.5862,0.01194529,1.8930287,-11.7783165,0,1.80E+07,0,9.66E+07,2022-12-22T20:46
5115,TerraKRW,KRT,terra-krw,FALSE,FALSE,-123839955,0,2020-01-15T00:00,64,560,2022-12-22T20:46,"[[""stablecoin""::""terra-ecosystem""]]",4.63E-04,0,0,0.8049537,-3.7895405,-11.116407,0,1.79E+07,0,1.79E+07,2022-12-22T20:46
16463,OpenDAO,SOS,opendao,FALSE,FALSE,276447232,1.00E+14,2021-12-24T11:16:54,48,561,2022-12-22T20:46,[[]],1.78E-07,5888892.199,-53.0867,0.183758,-23.28389,58.383457,0,1.78E+07,0,1.78E+07,2022-12-22T20:46
13969,Phoenix,PHB,phoenix-global-new,FALSE,FALSE,37136774,0,2021-11-05T14:03:22,22,562,2022-12-22T20:46,[[]],0.476072741,5173707.177,-4.6206,1.0818412,0.04704943,-30.227156,0,1.77E+07,0,1.95E+07,2022-12-22T20:46
6739,ONBUFF,ONIT,onbuff,FALSE,FALSE,770075466,7.90E+08,2020-08-28T00:00,6,563,2022-12-22T20:46,"[[""ethereum-ecosystem""]]",0.022930348,719786.8837,-63.4922,1.4972758,-4.4555883,-10.632251,0,1.77E+07,0,1.81E+07,2022-12-22T20:46
2505,Bluzelle,BLZ,bluzelle,FALSE,FALSE,340999973,0,2018-02-06T00:00,68,564,2022-12-22T20:46,"[[""platform""::""cosmos-ecosystem""::""distributed-computing""::""filesharing""::""smart-contracts""::""storage""::""polkadot-ecosystem""::""kenetic-capital-portfolio""::""injective-ecosystem""]]",0.051521316,3256208.99,7.9698,0.8894903,-1.5242764,-17.828087,0,1.76E+07,0,2.58E+07,2022-12-22T20:46
2585,CENNZnet,CENNZ,centrality,FALSE,FALSE,1200000000,0,2018-03-13T00:00,8,565,2022-12-22T20:46,"[[""marketplace""::""enterprise-solutions""]]",0.014438039,72856.85067,-50.7617,-0.48261538,3.7574143,-5.2120204,0,1.73E+07,0,1.73E+07,2022-12-22T20:46
1768,Ambire AdEx,ADX,adx-net,FALSE,FALSE,142557533,1.50E+08,2017-07-01T00:00,46,566,2022-12-22T20:46,"[[""marketing""::""smart-contracts""::""substrate""::""polkadot""::""polkadot-ecosystem""::""bnb-chain""]]",0.121530725,2001263.648,52.6783,0.9943062,0.6172993,-7.767629,0,1.73E+07,0,1.82E+07,2022-12-22T20:46
10778,Metahero,HERO,metahero,FALSE,FALSE,800675994,1.00E+10,2021-07-07T00:00,38,567,2022-12-22T20:46,"[[""hardware""::""marketplace""::""vr-ar""::""metaverse""::""bnb-chain""]]",0.003385874,545972.5786,6.6304,0.7442155,-2.161863,-6.0127916,0,1.73E+07,0,3.39E+07,2022-12-22T20:46
2143,Streamr,DATA,streamr,FALSE,FALSE,767121867,0,2017-11-03T00:00,61,568,2022-12-22T20:46,"[[""platform""::""ai-big-data""::""distributed-computing""::""filesharing""::""iot""::""fabric-ventures-portfolio""::""web3""]]",0.022460425,830410.3384,-8.2153,0.852701,-2.2236042,-11.363894,0,1.72E+07,0,1.94E+07,2022-12-22T20:46
10049,Manchester City Fan Token,CITY,manchester-city-fan-token,FALSE,FALSE,4314458,2.00E+07,2021-05-25T00:00,33,569,2022-12-22T20:46,"[[""sports""::""fan-token""::""soccer""]]",3.992965468,1867865.885,-10.9849,0.2172338,0.07344819,-3.1602554,0,1.72E+07,0,7.99E+07,2022-12-22T20:46
9194,Saito,SAITO,saito,FALSE,FALSE,1065408547,1.00E+10,2021-04-22T00:00,28,570,2022-12-22T20:46,"[[""gaming""::""polkadot-ecosystem""::""okex-blockdream-ventures-portfolio""]]",0.016130611,451674.6974,53.2389,1.3624741,-0.19938503,-13.659987,0,1.72E+07,0,1.61E+08,2022-12-22T20:46
4467,Nestree,EGG,nestree,FALSE,FALSE,-1619086822,0,2019-09-09T00:00,4,571,2022-12-22T20:46,[[]],0.00641923,376725.2896,20.829,-0.3922326,-0.6488694,-6.3587394,0,1.72E+07,0,1.92E+07,2022-12-22T20:46
8357,Bitcicoin,BITCI,bitcicoin,FALSE,FALSE,-839784944,1.00E+11,2021-01-29T00:00,63,572,2022-12-22T20:46,"[[""centralized-exchange""]]",0.002209338,194608.2789,-21.7886,-0.3824876,1.9561706,-7.887394,0,1.71E+07,0,2.21E+08,2022-12-22T20:46
5829,TrustSwap,SWAP,trustswap,FALSE,FALSE,99995164,1.00E+08,2020-07-10T00:00,58,573,2022-12-22T20:46,"[[""defi""::""launchpad""::""avalanche-ecosystem""]]",0.169169814,1237561.531,-7.0528,0.74140465,0.08946112,-9.814441,0,1.69E+07,0,1.69E+07,2022-12-22T20:46
10974,Tranchess,CHESS,tranchess,FALSE,FALSE,96862552,3.00E+08,2021-07-20T00:00,61,574,2022-12-22T20:46,"[[""defi""::""derivatives""::""yield-farming""::""binance-smart-chain""::""three-arrows-capital-portfolio""::""governance""::""binance-labs-portfolio""::""mvb""::""bnb-chain""]]",0.174353096,1407244.432,-8.4596,0.81126016,-1.8438387,-9.932298,0,1.69E+07,0,5.23E+07,2022-12-22T20:46
7960,Venus XVS,vXVS,venus-xvs,FALSE,FALSE,224433925,0,2020-12-12T00:00,1,575,2022-12-22T20:46,"[[""bnb-chain""]]",0.075109332,50726.505,68.7172,1.06359,-1.4036037,-9.521696,0,1.69E+07,0,1.69E+07,2022-12-22T20:46
2827,Phantasma,SOUL,phantasma,FALSE,FALSE,107816968,0,2018-05-28T00:00,17,576,2022-12-22T20:46,"[[""platform""::""enterprise-solutions""::""distributed-computing""::""collectibles-nfts""::""content-creation""::""filesharing""::""gaming""::""storage""::""metaverse""]]",0.155925763,160300.7136,1.0372,-2.1260564,-3.2057757,-0.31186557,0,1.68E+07,0,1.64E+07,2022-12-22T20:46
4758,dForce,DF,dforce,FALSE,FALSE,432032331,1.00E+09,2020-06-22T00:00,50,577,2022-12-22T20:46,"[[""defi""::""arbitrum-ecosytem""]]",0.038863581,1150141.905,-15.589,1.5070986,1.2547265,-11.728877,0,1.68E+07,0,3.89E+07,2022-12-22T20:46
19063,MEVerse,MEV,meverse,FALSE,FALSE,1685645035,2.00E+09,2022-03-25T06:08:42,7,578,2022-12-22T20:46,[[]],0.009906482,154357.9133,-33.3336,0.06376002,-2.0728693,-15.893039,0,1.67E+07,0,1.98E+07,2022-12-22T20:46
7158,BurgerCities,BURGER,burger-cities,FALSE,FALSE,32883999,6.30E+07,2020-09-24T00:00,38,579,2022-12-22T20:46,"[[""decentralized-exchange-dex-token""::""defi""::""yield-farming""::""amm""::""arbitrum-ecosytem""::""bnb-chain""]]",0.505836213,2113316.052,8.1074,0.6221203,-1.014242,-13.287962,0,1.66E+07,0,3.19E+07,2022-12-22T20:46
4191,Syntropy,NOIA,syntropy,FALSE,FALSE,635162594,1.00E+09,2019-07-31T00:00,14,580,2022-12-22T20:46,"[[""iot""::""scaling""::""staking""::""substrate""::""governance""::""web3""]]",0.026148927,615534.1471,45.2074,1.9469885,2.8575666,-9.938574,0,1.66E+07,0,2.61E+07,2022-12-22T20:46
12140,RMRK,RMRK,rmrk,FALSE,FALSE,9500000,1.00E+07,2021-09-25T07:30:41,16,581,2022-12-22T20:46,"[[""collectibles-nfts""::""polkadot-ecosystem""::""metaverse""]]",1.747162648,52725.16136,33.7911,1.4730308,-0.728372,-6.4928517,0,1.66E+07,0,1.75E+07,2022-12-22T20:46
3260,AMO Coin,AMO,amo-coin,FALSE,FALSE,-456992947,0,2018-09-10T00:00,2,582,2022-12-22T20:46,[[]],7.88E-04,62068.24778,-23.4683,-0.43878287,2.0185783,-3.4557717,0,1.66E+07,0,1.66E+07,2022-12-22T20:46
5966,Student Coin,STC,student-coin,FALSE,FALSE,1027780206,1.00E+10,2020-07-30T00:00,22,583,2022-12-22T20:46,[[]],0.003098937,86603.33106,-7.9666,0.3819634,6.3154182,5.2938924,0,1.65E+07,0,3.10E+07,2022-12-22T20:46
6536,MANTRA,OM,mantra,FALSE,FALSE,573910014,8.89E+08,2020-08-11T00:00,60,584,2022-12-22T20:46,"[[""defi""::""dao""::""substrate""::""polkadot-ecosystem""::""kenetic-capital-portfolio""::""exnetwork-capital-portfolio""::""polygon-ecosystem""::""bnb-chain""]]",0.028717903,1437213.177,2.9155,0.9189971,-1.4038186,-12.050652,0,1.65E+07,0,2.55E+07,2022-12-22T20:46
2933,BitMart Token,BMX,bitmart-token,FALSE,FALSE,173717945,0,2018-07-13T00:00,4,585,2022-12-22T20:46,"[[""marketplace""]]",0.093789353,2165701.504,-3.196,0.12387724,-0.00603445,1.0003709,0,1.63E+07,0,6.01E+07,2022-12-22T20:46
6641,AhaToken,AHT,ahatoken,FALSE,FALSE,-842761398,1.05E+10,2020-08-19T00:00,2,586,2022-12-22T20:46,[[]],0.004696139,699468.7347,-67.0557,0.51284856,-1.7718469,-8.13043,0,1.62E+07,0,4.93E+07,2022-12-22T20:46
4956,MAP Protocol,MAP,map-protocol,FALSE,FALSE,2105183690,0,2020-01-06T00:00,13,587,2022-12-22T20:46,"[[""cross-chain""]]",0.007698683,123697.2606,-46.0686,0.01349321,-1.396261,-4.358161,0,1.62E+07,0,7.70E+07,2022-12-22T20:46
7048,Wing Finance,WING,wing,FALSE,FALSE,3029043,5000000,2020-09-16T00:00,37,588,2022-12-22T20:46,"[[""defi""::""ontology-ecosystem""::""binance-launchpool""]]",5.333745292,848677.5357,-28.2561,1.6743516,-0.7870921,-13.528398,0,1.62E+07,0,2.67E+07,2022-12-22T20:46
5821,Aleph.im,ALEPH,aleph-im,FALSE,FALSE,247220482,5.00E+08,2020-07-08T00:00,32,589,2022-12-22T20:46,"[[""mineable""::""cosmos-ecosystem""::""distributed-computing""::""filesharing""::""storage""::""polkadot-ecosystem""::""avalanche-ecosystem""::""solana-ecosystem""::""injective-ecosystem""::""bnb-chain""]]",0.064948626,188078.8172,-18.4542,0.8857465,0.10112465,-9.646989,0,1.61E+07,0,3.25E+07,2022-12-22T20:46
3581,Kleros,PNK,kleros,FALSE,FALSE,671793467,0,2018-11-01T00:00,29,590,2022-12-22T20:46,"[[""prediction-markets""::""polygon-ecosystem""]]",0.023812816,241172.4078,133.6056,0.66081583,4.6864524,8.0029335,0,1.60E+07,0,1.82E+07,2022-12-22T20:46
2289,Gifto,GTO,gifto,FALSE,FALSE,999271531,0,2017-12-18T00:00,30,591,2022-12-22T20:46,"[[""media""::""loyalty""::""content-creation""::""binance-launchpad""::""pantera-capital-portfolio""]]",0.015755159,2042128.721,-25.2089,-0.26904526,-0.5461463,-8.044832,0,1.57E+07,0,1.58E+07,2022-12-22T20:46
1925,Waltonchain,WTC,waltonchain,FALSE,FALSE,81510452,1.00E+08,2017-08-27T00:00,35,592,2022-12-22T20:46,"[[""logistics""::""iot""]]",0.192361772,235855.4474,-15.2322,1.2795298,-0.59824365,-6.195966,0,1.57E+07,0,1.92E+07,2022-12-22T20:46
1993,Kin,KIN,kin,FALSE,FALSE,-213020779,1.00E+13,2017-09-27T00:00,40,593,2022-12-22T20:46,"[[""media""::""content-creation""::""smart-contracts""::""polychain-capital-portfolio""::""solana-ecosystem""::""galaxy-digital-portfolio""::""pantera-capital-portfolio""::""web3""]]",7.35E-06,393052.0843,41.6338,2.0047722,-14.959062,-19.870028,0,1.56E+07,0,7.35E+07,2022-12-22T20:46
13967,Goldfinch,GFI,goldfinch-protocol,FALSE,FALSE,29135286,1.14E+08,2021-11-05T12:19:13,18,594,2022-12-22T20:46,[[]],0.533425534,140808.4035,10.037,-0.38668817,-1.750759,-6.8538456,0,1.55E+07,0,6.10E+07,2022-12-22T20:46
9177,Pitbull,PIT,pitbull,FALSE,FALSE,136580064,1.00E+17,2021-04-08T00:00,38,595,2022-12-22T20:46,"[[""memes""::""bnb-chain""]]",3.87E-10,494750.3904,4.1246,1.0165097,-0.38584468,-5.1361804,0,1.55E+07,0,3.87E+07,2022-12-22T20:46
2058,AirSwap,AST,airswap,FALSE,FALSE,174479533,0,2017-10-17T00:00,27,596,2022-12-22T20:46,"[[""marketplace""::""decentralized-exchange-dex-token""::""defi""::""oracles""::""payments""::""smart-contracts""::""kenetic-capital-portfolio""]]",0.088863048,315024.7222,4.3125,0.3864363,-3.0914085,-6.6289773,0,1.55E+07,0,4.44E+07,2022-12-22T20:46
1392,Pluton,PLU,pluton,FALSE,FALSE,1851999,2.00E+07,2016-09-17T00:00,16,597,2022-12-22T20:46,"[[""services""::""payments""]]",8.351613515,282468.9785,47.7029,0.39306277,-1.8276815,-3.4668334,0,1.55E+07,0,1.67E+08,2022-12-22T20:46
3702,Beam,BEAM,beam,FALSE,FALSE,130079560,2.63E+08,2019-01-17T00:00,35,598,2022-12-22T20:46,"[[""mineable""::""pow""::""medium-of-exchange""::""defi""::""privacy""::""mimblewimble""::""lelantusmw""]]",0.118686475,1565074.215,50.8897,0.43546256,1.1451347,-1.9177281,0,1.54E+07,0,3.12E+07,2022-12-22T20:46
10759,rhino.fi,DVF,deversifi,FALSE,FALSE,24147147,1.00E+08,2021-07-05T00:00,14,599,2022-12-22T20:46,"[[""defi""::""arbitrum-ecosytem""::""spartan-group""::""okex-blockdream-ventures-portfolio""]]",0.62775198,124866.6426,12.6825,0.03372807,-0.967234,3.0438595,0,1.52E+07,0,6.28E+07,2022-12-22T20:46
1826,Particl,PART,particl,FALSE,FALSE,12696402,0,2017-07-20T00:00,6,600,2022-12-22T20:46,"[[""pos""::""retail""::""marketplace""::""e-commerce""::""privacy""::""ringct""::""staking""]]",1.188211045,25744.91446,384.0397,0.3422176,1.0061737,-3.0383031,0,1.51E+07,0,1.40E+07,2022-12-22T20:46
5893,Frontier,FRONT,frontier,FALSE,FALSE,90000000,9.00E+07,2020-09-15T00:00,73,601,2022-12-22T20:46,"[[""platform""::""defi""::""staking""::""avalanche-ecosystem""::""solana-ecosystem""::""alameda-research-portfolio""::""exnetwork-capital-portfolio""::""injective-ecosystem""::""bnb-chain""]]",0.16746932,1376709.448,1.6959,0.6245346,-1.506815,-12.087063,0,1.51E+07,0,1.51E+07,2022-12-22T20:46
3742,Chimpion,BNANA,chimpion,FALSE,FALSE,31727387,0,2019-02-20T00:00,5,602,2022-12-22T20:46,[[]],0.474308156,82092.05586,-7.7208,-7.393343,-10.525881,-30.321945,0,1.50E+07,0,4.74E+10,2022-12-22T20:46
788,Circuits of Value,COVAL,circuits-of-value,FALSE,FALSE,1785358733,0,2015-01-23T00:00,28,603,2022-12-22T20:46,"[[""collectibles-nfts""::""defi""]]",0.00839887,261781.4351,20.8247,-0.78982645,0.92699987,-9.511097,0,1.50E+07,0,1.50E+07,2022-12-22T20:46
2062,Aion,AION,aion,FALSE,FALSE,501505081,0,2017-10-18T00:00,23,604,2022-12-22T20:46,"[[""mineable""::""marketplace""::""ai-big-data""::""payments""]]",0.029861501,791426.5247,-35.2768,1.7438666,-0.743373,-10.095451,0,1.50E+07,0,1.50E+07,2022-12-22T20:46
8066,Yield App,YLD,yield-app,FALSE,FALSE,200910838,3.00E+08,2020-12-22T00:00,25,605,2022-12-22T20:46,"[[""exnetwork-capital-portfolio""::""trustswap-launchpad""]]",0.074511183,110260.1225,-25.9528,-0.50254995,-1.3587552,-4.574105,0,1.50E+07,0,2.24E+07,2022-12-22T20:46
2398,SelfKey,KEY,selfkey,FALSE,FALSE,1010002149,6.00E+09,2018-01-15T00:00,47,606,2022-12-22T20:46,"[[""platform""::""enterprise-solutions""::""identity""]]",0.002821166,909845.287,55.0027,2.1168718,-3.9135444,-17.912842,0,1.50E+07,0,1.69E+07,2022-12-22T20:46
5299,HyperDAO,HDAO,hyperdao,FALSE,FALSE,-894967297,5.00E+09,2020-03-12T00:00,9,607,2022-12-22T20:46,"[[""dao""]]",0.004368497,6731.628969,21.9665,1.1755171,1.1928066,-0.47931063,0,1.49E+07,0,2.18E+07,2022-12-22T20:46
6830,KILT Protocol,KILT,kiltprotocol,FALSE,FALSE,49420140,2.91E+08,2021-11-25T00:52:03,8,608,2022-12-22T20:46,"[[""lpos""::""identity""::""substrate""::""polkadot""::""polkadot-ecosystem""::""web3""::""vbc-ventures-portfolio""]]",0.299404643,131575.4119,50.296,10.125516,-1.4983683,-11.043062,0,1.48E+07,0,8.70E+07,2022-12-22T20:46
15478,Decentral Games,DG,decentral-games,FALSE,FALSE,604302024,1.00E+09,2021-12-02T04:24:32,23,609,2022-12-22T20:46,"[[""gaming""::""metaverse""::""dcg-portfolio""]]",0.024422945,330710.7198,-39.1142,1.2157255,-0.16313288,-4.126322,0,1.48E+07,0,2.44E+07,2022-12-22T20:46
2081,AirDAO,AMB,airdao,FALSE,FALSE,1209268024,0,2017-10-23T00:00,14,610,2022-12-22T20:46,"[[""platform""::""defi""::""governance""]]",0.012120265,1363174.894,30.695,1.5581788,2.248383,-7.1113324,0,1.47E+07,0,1.83E+07,2022-12-22T20:46
